id,created_at,organization_id,organizationpillar_id,status,period,points,grade,activityDate,hoursSpent,submissionReleaseDate,completedDate,description,title,user_id,document_id,relatedFiles,verificationFiles,academicprogram_id,approvedPoints,feedback_id,datePerformed,activitySubmitted,activityApproved
342,1724295756050,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.17,0,"[""2023-08-21"",""2024-05-21""]",3,,2024-05-21,"Haunted House/Family Fun Night","Haunted House/Family Fun Night",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/NGSquPHBGdtd6wPB7evrLQ7mYcA\/RPaFEw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/NGSquPHBGdtd6wPB7evrLQ7mYcA\/RPaFEw..\/1785878.pdf""}]",,126,0.17,[[]],2023-08-21,,
343,1724295811456,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-21"",""2024-05-21""]",4,,2024-05-21,"Winter Break Cleaning Days/Teen Center Preparation","Winter Break Cleaning Days/Teen Center Preparation",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/QlI_rCjrsC5EYGBhf6dC5vsOJAs\/qbHZIg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/QlI_rCjrsC5EYGBhf6dC5vsOJAs\/qbHZIg..\/1785878.pdf""}]",,126,0.23,[[]],2023-08-21,,
344,1724295846944,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.46,0,"[""2023-08-21"",""2024-05-21""]",8,,2024-05-21,"Keystone Retreat","Keystone Retreat",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/lVDQp47-ZbObjVRk30dohm87HLM\/La32yg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/lVDQp47-ZbObjVRk30dohm87HLM\/La32yg..\/1785878.pdf""}]",,126,0.46,[[]],2023-08-21,,
345,1724295897564,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.46,0,"[""2023-08-21"",""2024-05-21""]",8,,2024-05-21,"Feed My Starving Children Volunteering (FMSC)","Feed My Starving Children Volunteering (FMSC)",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/S_-TUsmbqpN4Ag0lYgq8yDzdrdE\/O4rwvg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/S_-TUsmbqpN4Ag0lYgq8yDzdrdE\/O4rwvg..\/1785878.pdf""}]",,126,0.46,[[]],2023-08-21,,
346,1724295938998,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-21"",""2024-05-21""]",4,,2024-05-21,"Maker Faire","Maker Faire",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/8AnAoYTo7IYia-D-7DT1gMLmTV4\/jJV5yA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/8AnAoYTo7IYia-D-7DT1gMLmTV4\/jJV5yA..\/1785878.pdf""}]",,126,0.23,[[]],2023-08-21,,
347,1724295989657,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-21"",""2024-05-21""]",4,,2024-05-21,Mentoring,Mentoring,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/n_SF1MjrME9Zs25xKDUpMTo1EVE\/DT4CZw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/n_SF1MjrME9Zs25xKDUpMTo1EVE\/DT4CZw..\/1785878.pdf""}]",,126,0.23,[[]],2023-08-21,,
348,1724296034741,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,3.2,0,"[""2023-08-21"",""2024-05-31""]",55.5,,2024-05-31,"LIT (mentoring)","LIT (mentoring)",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/OFGqmTJUMydGpa9xFQBm02lAipw\/Q_wTWw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/OFGqmTJUMydGpa9xFQBm02lAipw\/Q_wTWw..\/1785878.pdf""}]",,126,3.2,[[]],2023-08-21,,
349,1724296716688,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.35,0,"[""2023-11-18"",""2023-11-20""]",0,,2023-11-20,"Thanksgiving Dinner","Thanksgiving Dinner",023fcb82-deee-43c2-ad0e-6ad91a15d36c,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/QvoMPUItYYqWpoKVRcHip43f4bc\/Vz_bxg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/QvoMPUItYYqWpoKVRcHip43f4bc\/Vz_bxg..\/1785878.pdf""}]",,124,0.35,[[]],2023-11-18,,
350,1724297049307,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.1,0,"[""2023-08-21"",""2024-05-21""]",0,,2024-05-21,"International Club","International Club",023fcb82-deee-43c2-ad0e-6ad91a15d36c,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/9J5zkoxRYRf6Cths3yJ6lVF5N2w\/JyolDQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/9J5zkoxRYRf6Cths3yJ6lVF5N2w\/JyolDQ..\/1785878.pdf""}]",,124,0.1,[[]],2023-08-21,,
351,1724297548025,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,2.31,0,"[""2023-08-21"",""2024-05-21""]",40,,2024-05-21,"Keystone Cafe","Keystone Cafe",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/nZF-P1E3eaMtB07ybjUlGTHwkKg\/B0lDsQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/nZF-P1E3eaMtB07ybjUlGTHwkKg\/B0lDsQ..\/1785878.pdf""}]",,124,2.31,[[]],2023-08-21,,
352,1724370494727,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.12,0,"[""2023-10-30"",""2023-10-31""]",3,,2023-10-31,"Halloween Event School Volunteer","Halloween Event School Volunteer",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/B63QiFUlaUVnUpz7EQuZl-XXiAA\/qafsYQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/B63QiFUlaUVnUpz7EQuZl-XXiAA\/qafsYQ..\/1785878.pdf""}]",,126,0.12,[[]],2023-10-30,,
353,1724370543320,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.08,0,"[""2022-08-22"",""2024-05-31""]",2,,2024-05-31,"Cafe Clean Up","Cafe Clean Up",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/OzKcmn1b0VP8qq4FgfC_h2reogE\/VIXwLg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/OzKcmn1b0VP8qq4FgfC_h2reogE\/VIXwLg..\/1785878.pdf""}]",,126,0.08,[[]],2022-08-22,,
354,1724370593051,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.16,0,"[""2023-08-22"",""2024-05-31""]",4,,2024-05-31,"Feed My Starving Children","Feed My Starving Children",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/cqmyk8eM35FPRx91iQ6H9Eu6rSg\/0cXzIw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/cqmyk8eM35FPRx91iQ6H9Eu6rSg\/0cXzIw..\/1785878.pdf""}]",,126,0.16,[[]],2023-08-22,,
355,1724370658655,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.95,0,"[""2023-08-22"",""2023-12-31""]",23.5,,2023-12-31,"Soccer Practice","Soccer Practice",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/9ltKRkur3fY0mIF_vR8JPUmvInM\/TVS8RA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/9ltKRkur3fY0mIF_vR8JPUmvInM\/TVS8RA..\/1785878.pdf""}]",,126,0.95,[[]],2023-08-22,,
356,1724370696055,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.36,0,"[""2024-01-01"",""2024-05-31""]",9,,2024-05-31,"Soccer Practice","Soccer Practice",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/8sDBL21nESzGr0ialtmA4rw1IKQ\/qtn-yQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/8sDBL21nESzGr0ialtmA4rw1IKQ\/qtn-yQ..\/1785878.pdf""}]",,126,0.36,[[]],2024-01-01,,
357,1724370761523,b7d0dc33-c7dc-4f68-b21b-e6613463f000,686875dc-b456-4d20-9d42-9668819e060f,Accepted,1,5.4,0,"[""2023-08-07"",""2024-05-31""]",2.88,,2024-05-31,"2023 and 2024 Academic Grades - Demian Carrasco","2023 and 2024 Academic Grades - Demian Carrasco",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/19SsZyJS7dq1JadCIM2vzZgFqyA\/p-Bk1A..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/19SsZyJS7dq1JadCIM2vzZgFqyA\/p-Bk1A..\/1785878.pdf""}]",,126,5.4,[[]],2023-08-07,,
358,1724370818846,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,5.83,0,"[""2023-08-07"",""2024-05-31""]",144.5,,2024-05-31,"Leaders in Training (LIT) at the BGCS Barker Branch","Leaders in Training (LIT) at the BGCS Barker Branch",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/H7pViVMqK7Pl_DBAdehc4cnw8kw\/jUnk7A..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/H7pViVMqK7Pl_DBAdehc4cnw8kw\/jUnk7A..\/1785878.pdf""}]",,126,5.83,[[]],2023-08-07,,
359,1724371004354,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,2.58,0,"[""2023-08-07"",""2024-05-31""]",64.1,,2024-05-31,Yearbook,Yearbook,47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/-0ugF2aTdOvPGGQFYD24AiftrBY\/j4JxnA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/-0ugF2aTdOvPGGQFYD24AiftrBY\/j4JxnA..\/1785878.pdf""}]",,124,2.58,[[]],2023-08-07,,
360,1724371077063,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.35,0,"[""2023-11-01"",""2023-11-30""]",6,,2023-11-30,"Thanksgiving Dinner","Thanksgiving Dinner",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/e6ErGSljW1jjWCZX2THh3oQDRAk\/_Pxj9g..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/e6ErGSljW1jjWCZX2THh3oQDRAk\/_Pxj9g..\/1785878.pdf""}]",,124,0.35,[[]],2023-11-01,,
361,1724371136938,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Deleted,1,0,0,"[""2023-12-17"",""2023-12-31""]",4,,2023-12-31,"Family Christmas Event","Family Christmas Event",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,,,124,0,[],2023-12-17,,
362,1724371243082,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.58,0,"[""2023-08-07"",""2024-05-31""]",10,,2024-05-31,"Haunted House/Family Fun Night","Haunted House/Family Fun Night",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/mNtn05-jJzusdYgBRe4GNMDfjfc\/PCJJrw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/mNtn05-jJzusdYgBRe4GNMDfjfc\/PCJJrw..\/1785878.pdf""}]",,124,0.58,[[]],2023-08-07,,
363,1724371335600,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-12-10"",""2023-12-31""]",4,,2023-12-31,"Family Christmas Event","Family Christmas Event",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/YQRJ2aGvWxUFlcYuuYl89ADGNiI\/8A3rKQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/YQRJ2aGvWxUFlcYuuYl89ADGNiI\/8A3rKQ..\/1785878.pdf""}]",,124,0.23,[[]],2023-12-10,,
364,1724371420352,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.46,0,"[""2023-08-07"",""2024-05-31""]",8,,2024-05-31,"Keystone Retreat","Keystone Retreat",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/ZlKAU6XJm_vlwErGHx703xV-quo\/ErJaZw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/ZlKAU6XJm_vlwErGHx703xV-quo\/ErJaZw..\/1785878.pdf""}]",,124,0.46,[[]],2023-08-07,,
365,1724371637433,b7d0dc33-c7dc-4f68-b21b-e6613463f000,686875dc-b456-4d20-9d42-9668819e060f,Accepted,1,5.94,0,"[""2023-08-07"",""2024-05-31""]",3.17,,2024-05-31,"GPA from Semester 1 and 2 (freshmen) - Liliana Aspa-Hernandez","GPA from Semester 1 and 2 (freshmen) - Liliana Aspa-Hernandez",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/igYIJm_cNdWvayoaRLo7-1I1OzU\/ZP4Qdw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/igYIJm_cNdWvayoaRLo7-1I1OzU\/ZP4Qdw..\/1785878.pdf""}]",,124,5.94,[[]],2023-08-07,,
366,1724371728317,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Deleted,1,0,0,"[""2023-08-07"",""2024-05-31""]",0,,2024-05-31,"LIT Program at the BGCS Barker Branch","LIT Program at the BGCS Barker Branch",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/6CDR4CxJEhSxLNiyXZ3I8qykDbQ\/Mf2NpA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/6CDR4CxJEhSxLNiyXZ3I8qykDbQ\/Mf2NpA..\/1785878.pdf""}]",,124,0,"[{""id"":560,""field_0"":""Accepted activity deleted."",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":560,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2023-08-07,,
367,1724371785085,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,4.03,0,"[""2023-08-07"",""2024-05-31""]",100,,2024-05-31,"LIT Program at the BGCS Barker Branch","LIT Program at the BGCS Barker Branch",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/DwX9U8RqR44tIECU63vQDiLViIA\/dR9cIA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/DwX9U8RqR44tIECU63vQDiLViIA\/dR9cIA..\/1785878.pdf""}]",,124,4.03,[[]],2023-08-07,,
368,1724371885025,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.29,0,"[""2023-08-22"",""2024-05-31""]",5,,2024-05-31,"1st Friday Breakfast","1st Friday Breakfast",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/m3P8o_nHDNT8yvFRN37_Z2F_U9w\/S6cIBA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/m3P8o_nHDNT8yvFRN37_Z2F_U9w\/S6cIBA..\/1785878.pdf""}]",,124,0.29,[[]],2023-08-22,,
369,1724371956486,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-22"",""2024-05-31""]",4,,2024-05-31,"Parada Del Sol","Parada Del Sol",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/_-QpTgGFyf2AoDkh08FBbDYmK0U\/c4SI6Q..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/_-QpTgGFyf2AoDkh08FBbDYmK0U\/c4SI6Q..\/1785878.pdf""}]",,124,0.23,[[]],2023-08-22,,
370,1724372016144,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-22"",""2024-05-31""]",4,,2024-05-31,"River Clean Up","River Clean Up",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/gVjOIKpbvacBDoAcllM-x-YVWn8\/qMTsTg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/gVjOIKpbvacBDoAcllM-x-YVWn8\/qMTsTg..\/1785878.pdf""}]",,124,0.23,[[]],2023-08-22,,
371,1724372065512,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-07"",""2024-05-31""]",4,,2024-05-31,"Feed My Starving Children Volunteering (FMSC)","Feed My Starving Children Volunteering (FMSC)",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/BIdSXYN8Gb482mjV1AiL6JZybcw\/A4nUPQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/BIdSXYN8Gb482mjV1AiL6JZybcw\/A4nUPQ..\/1785878.pdf""}]",,124,0.23,[[]],2023-08-07,,
372,1724372111027,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.23,0,"[""2023-08-07"",""2024-05-31""]",4,,2024-05-31,"Maker Faire","Maker Faire",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/z_FVKUqSK8Kb_E7tOApilJvKrHA\/xxdSig..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/z_FVKUqSK8Kb_E7tOApilJvKrHA\/xxdSig..\/1785878.pdf""}]",,124,0.23,[[]],2023-08-07,,
373,1724372152605,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.58,0,"[""2023-08-07"",""2024-05-31""]",10,,2024-05-31,Mentoring,Mentoring,47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/uAOz2ceQcVFA4y5NLBEYqD3GhAc\/6_9izQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/uAOz2ceQcVFA4y5NLBEYqD3GhAc\/6_9izQ..\/1785878.pdf""}]",,124,0.58,[[]],2023-08-07,,
374,1724372205066,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,1.78,0,"[""2023-08-07"",""2024-05-31""]",31,,2024-05-31,"National Keystone Conference","National Keystone Conference",47b644f2-0ed8-4cf3-8445-c7f2d9175359,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/KTXPxkBGpj36LNd-0jHCXhEjdtM\/B2bY1A..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""pages"":[{""res"":""792x612""}]},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/KTXPxkBGpj36LNd-0jHCXhEjdtM\/B2bY1A..\/1785878.pdf""}]",,124,1.78,[[]],2023-08-07,,
