id,created_at,organization_id,organizationpillar_id,status,period,points,grade,activityDate,hoursSpent,submissionReleaseDate,completedDate,description,title,user_id,document_id,relatedFiles,verificationFiles,academicprogram_id,approvedPoints,feedback_id,datePerformed,activitySubmitted,activityApproved
1113,1736816327624,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.1,0,"[""2025-01-10"",null]",2.5,,,"We ran a lot today and did workouts","Wrestling practice",20f476ca-0c70-46b6-982e-179fbc382c69,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/mkfxAbQnum03Ay6kDoUcfTORCds\/j-g8Dw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/mkfxAbQnum03Ay6kDoUcfTORCds\/j-g8Dw..\/1785878.pdf""}]",,132,0.1,[[]],2025-01-10,,
1114,1736816405434,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.1,0,"[""2025-01-13"",null]",2.5,,,"we did sprawling today, crossfaces, block and spin, crossface and spin, and some other ones","Wrestling practice",20f476ca-0c70-46b6-982e-179fbc382c69,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/AVv46V0vuL6n0bw_NNuAruAoP1I\/79PFzQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/AVv46V0vuL6n0bw_NNuAruAoP1I\/79PFzQ..\/1785878.pdf""}]",,132,0.1,[[]],2025-01-13,,
1115,1736817492598,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,1,0.12,0,"[""2025-01-13"",null]",2,,,"Helped paint a free library that will go outside of a group home. I learned im not going at painting","Painted a free library",b75688c0-705d-4495-bc5c-34b5e28efb9b,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/pyhfS8DhNc0dBfYpZCaF3nuA0A8\/ixQ3HA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/pyhfS8DhNc0dBfYpZCaF3nuA0A8\/ixQ3HA..\/1785878.pdf""}]",,131,0.12,[[]],2025-01-13,,
1116,1736826727345,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-04"",null]",1.3,,,tryouts,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/L2S_zSA3Oqe52M4Dp1IzG0-0q_g\/Ldo7XA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/L2S_zSA3Oqe52M4Dp1IzG0-0q_g\/Ldo7XA..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-04,,
1117,1736826997073,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.08,0,"[""2024-11-06"",null]",2,,,"tiny test","concussion baseline after tryouts",8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/awL0zAuvzPVcSwc-9AzLsOgiKB4\/YcPyng..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/awL0zAuvzPVcSwc-9AzLsOgiKB4\/YcPyng..\/1785878.pdf""}]",,126,0.08,[],2024-11-06,,
1118,1736827067961,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-07"",null]",1.3,,,tryouts,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/phrTVKZw2vrCU8m-QfqWBIeVLSk\/5O6HHg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/phrTVKZw2vrCU8m-QfqWBIeVLSk\/5O6HHg..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-07,,
1119,1736827129156,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-08"",null]",1.3,,,tryouts,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/jUmULUsCs0U-dOcqRt_w6jpqe-k\/IvZpeQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/jUmULUsCs0U-dOcqRt_w6jpqe-k\/IvZpeQ..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-08,,
1120,1736827172866,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-11"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/MDFMMYcAhMYKdJUJ0f9oqipohdU\/RmEKPw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/MDFMMYcAhMYKdJUJ0f9oqipohdU\/RmEKPw..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-11,,
1121,1736827231345,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-12"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/yB2g5P7P7p-BY4RSaeOVHRjNS9s\/hj5I_g..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/yB2g5P7P7p-BY4RSaeOVHRjNS9s\/hj5I_g..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-12,,
1122,1736827279142,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-13"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/td4O-72NKN11pNdej580onipRcQ\/tB5mxw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/td4O-72NKN11pNdej580onipRcQ\/tB5mxw..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-13,,
1123,1736827464762,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-14"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/dA-Ue9bBRRjREcQIqqm6Wo3XfyQ\/lYonGA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/dA-Ue9bBRRjREcQIqqm6Wo3XfyQ\/lYonGA..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-14,,
1124,1736827895409,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.16,0,[null],4,,,"Serving food",Church,023fcb82-deee-43c2-ad0e-6ad91a15d36c,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/zsE9Wbo8ZJoRH1rDMeqKwcVF7Rg\/JHF0QA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/zsE9Wbo8ZJoRH1rDMeqKwcVF7Rg\/JHF0QA..\/1785878.pdf""}]",,124,0.16,[[]],,,
1125,1736828188246,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.16,0,[null],4,,,"Serving food",Church,023fcb82-deee-43c2-ad0e-6ad91a15d36c,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/aFQCXqA2GP1AB5vf-i9YyevCh6M\/D60eqw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/aFQCXqA2GP1AB5vf-i9YyevCh6M\/D60eqw..\/1785878.pdf""}]",,124,0.16,[[]],,,
1126,1736834707750,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,1.72,0,"[""2024-01-07"",null]",68.5,,,Church,Church,023fcb82-deee-43c2-ad0e-6ad91a15d36c,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/lvmCp15IEkVn1r_5mOT88Q3aVFM\/7A5L4Q..\/IMG_4694.png"",""name"":""IMG_4694.png"",""type"":""image"",""size"":1039550,""mime"":""image\/png"",""meta"":{""width"":1170,""height"":2532},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/lvmCp15IEkVn1r_5mOT88Q3aVFM\/7A5L4Q..\/IMG_4694.png""},{""access"":""public"",""path"":""\/vault\/AL2geKri\/BpULFgU2tE8zhWRo7dWiY3JA3CQ\/6OQbnA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/BpULFgU2tE8zhWRo7dWiY3JA3CQ\/6OQbnA..\/1785878.pdf""}]","[{""access"":""public"",""path"":""\/vault\/AL2geKri\/IOlojuJnBk7DJLgHvvAzzSQVVJU\/nC_U9Q..\/IMG_4694.png"",""name"":""IMG_4694.png"",""type"":""image"",""size"":1039550,""mime"":""image\/png"",""meta"":{""width"":1170,""height"":2532},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/IOlojuJnBk7DJLgHvvAzzSQVVJU\/nC_U9Q..\/IMG_4694.png""}]",124,1.72,[[]],2024-01-07,,
1127,1736862348458,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-15"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/-DxdsLDF2ffEktY-wzAZt3PzoxQ\/wwJlYw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/-DxdsLDF2ffEktY-wzAZt3PzoxQ\/wwJlYw..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-15,,
1128,1736862412729,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-18"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/KhXq-zOEgGPHeKYjh4Qk_vaI4O8\/RYqbcw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/KhXq-zOEgGPHeKYjh4Qk_vaI4O8\/RYqbcw..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-18,,
1129,1736862453323,b7d0dc33-c7dc-4f68-b21b-e6613463f000,479e824b-31a0-49c0-b770-2b218c03e7e1,Accepted,2,0.07500025,0,"[""2024-11-19"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/0XpUZZTxELX5OUsutwYG_5ZeKW8\/Hx8cPA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/0XpUZZTxELX5OUsutwYG_5ZeKW8\/Hx8cPA..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-19,,
1130,1736862519833,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-20"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/rGWDW9Tbln1ZnVGGTMpztmYi4Kw\/kFK6ew..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/rGWDW9Tbln1ZnVGGTMpztmYi4Kw\/kFK6ew..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-20,,
1131,1736862594518,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.05,0,"[""2024-11-21"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/sHA9qsYuKll7cZ4LNpoRBZ69jU4\/bRDuWA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/sHA9qsYuKll7cZ4LNpoRBZ69jU4\/bRDuWA..\/1785878.pdf""}]",,126,0.05,[[]],2024-11-21,,
1132,1736862652601,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-22"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/3L-b8PHUVwoxAviOkDdOGGxNKfI\/8EdsBg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/3L-b8PHUVwoxAviOkDdOGGxNKfI\/8EdsBg..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-22,,
1133,1736862724681,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-25"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/zNKY3twiZ6PUgAAvzEd6uAYLKrw\/pOaB4A..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/zNKY3twiZ6PUgAAvzEd6uAYLKrw\/pOaB4A..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-25,,
1134,1736862766017,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-11-26"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/PDb389j2tqCa10Uj7xYeiales_M\/bsPddA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/PDb389j2tqCa10Uj7xYeiales_M\/bsPddA..\/1785878.pdf""}]",,126,0.06,[[]],2024-11-26,,
1135,1736862819252,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,2,0.06,0,"[""2024-12-02"",null]",1.3,,,practice,soccer,8e6526ef-8fa3-46c9-9d72-47b949439e89,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/4Ar024HlQWK3KaY3ElUNHrzyp1w\/ip7sYw..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/4Ar024HlQWK3KaY3ElUNHrzyp1w\/ip7sYw..\/1785878.pdf""}]",,126,0.06,[[]],2024-12-02,,
1136,1736885960655,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.13,0,"[""2025-01-13"",null]",2,,,"well I tried to dance but I didn't feel comfortable but I treid dancing","Dance off just dance",f623348f-0bc0-40c0-b069-437abb85ac3b,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/6IYh29Jm2ykbBd2WiNoqHyhlE0A\/Xb0kvg..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/6IYh29Jm2ykbBd2WiNoqHyhlE0A\/Xb0kvg..\/1785878.pdf""}]",,130,0.13,[[]],2025-01-13,,
1137,1736888798988,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[""2025-01-13"",null]",2,,,"We played just Dance, interacting and excerssising with each other.","Just Dance",62586640-9291-413c-ae34-d082ae53d3af,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/nzE1VSFGCR55Xnv22iLbdxN4Fuw\/GzNSaA..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/nzE1VSFGCR55Xnv22iLbdxN4Fuw\/GzNSaA..\/1785878.pdf""}]",,127,0.13,[[]],2025-01-13,,
1138,1736900320895,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[""2025-01-13"",null]",2,,,"We danced to different music","Just dancing",79f7938a-f5d9-40ac-b2cd-12066453bbd8,0,,,127,0.13,[[]],2025-01-13,,
1139,1736900573958,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,cafe5850-3e06-41ef-a3b6-e1a82c4eb17a,Accepted,2,0.13,0,"[""2025-01-13"",null]",2,,,"I used jumprope, did ball throwing exercises and spared with practicing, jabs, hooks and uppercuts",Boxing,79f7938a-f5d9-40ac-b2cd-12066453bbd8,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/qagzuuozhBE0c4zpx95JxMsOK2Y\/6J14yg..\/Resized_20250113_182959_1736824132202.jpeg"",""name"":""Resized_20250113_182959_1736824132202.jpeg"",""type"":""image"",""size"":1049252,""mime"":""image\/jpeg"",""meta"":{""width"":1152,""height"":2048},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/qagzuuozhBE0c4zpx95JxMsOK2Y\/6J14yg..\/Resized_20250113_182959_1736824132202.jpeg""}]","[{""access"":""public"",""path"":""\/vault\/AL2geKri\/ryW9N6DyXOYu4G42tAl7NvdqjcY\/kgxCgg..\/Resized_20250113_182959_1736824132202.jpeg"",""name"":""Resized_20250113_182959_1736824132202.jpeg"",""type"":""image"",""size"":1129927,""mime"":""image\/jpeg"",""meta"":{""width"":1152,""height"":2048},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/ryW9N6DyXOYu4G42tAl7NvdqjcY\/kgxCgg..\/Resized_20250113_182959_1736824132202.jpeg""}]",127,0.13,[[]],2025-01-13,,
1140,1736912017834,173133d1-513b-49df-b6b8-729e187725cf,383a48ed-f185-4791-a5fd-67b8e849d2e4,Accepted,1,0.4,0,"[""2025-01-14"",null]",2,,,"Co dependency",Codependency,db57d37d-4092-4a19-a808-e03779c5a0ad,0,,,128,0.4,[[]],2025-01-14,,
1141,1736912102776,173133d1-513b-49df-b6b8-729e187725cf,383a48ed-f185-4791-a5fd-67b8e849d2e4,Accepted,1,0.4,0,"[""2025-01-14"",null]",2,,,Cliff,Codependency,f5969a27-76ee-47df-95f4-b9d8582d0b20,0,,,128,0.4,[[]],2025-01-14,,
1142,1736914666841,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,cafe5850-3e06-41ef-a3b6-e1a82c4eb17a,Accepted,1,0.26,0,"[""2025-01-14""]",4,,,"Helped make supper and helped clean up","ARC after school helper",df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/0lZhH6-0d6cqDS4WP_hwWzJNIEg\/ZtyV3w..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/0lZhH6-0d6cqDS4WP_hwWzJNIEg\/ZtyV3w..\/1785878.pdf""}]",,130,0.26,[[]],2025-01-14,,
1143,1736914752828,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.13,0,"[""2025-01-13"",null]",2,,,"did mini work and just dance.","Did just dance and have mini workout",df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/8vi_6si8J6Nlv69kVYuNT26_FuE\/2lmeIQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/8vi_6si8J6Nlv69kVYuNT26_FuE\/2lmeIQ..\/1785878.pdf""}]",,130,0.13,[[]],2025-01-13,,
1144,1736915203476,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,cafe5850-3e06-41ef-a3b6-e1a82c4eb17a,Accepted,1,0.19,0,"[""2025-12-17"",null]",3,,,"Helped do lunch set up and clean up.","ARC after school helper",df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/enhsyoC_STaIlKo8nLAmxzCZygw\/wJdgwQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/enhsyoC_STaIlKo8nLAmxzCZygw\/wJdgwQ..\/1785878.pdf""}]",,130,0.19,[[]],2025-12-17,,
1145,1736963632940,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.28,0,"[""2024-12-09"",null]",7,,,"Had a wrestling meet","Wrestling Meet",20f476ca-0c70-46b6-982e-179fbc382c69,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/Gw2Bdkyed-A-g2qcma9UyWr6a28\/WyZUxQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/Gw2Bdkyed-A-g2qcma9UyWr6a28\/WyZUxQ..\/1785878.pdf""}]",,132,0.28,[[]],2024-12-09,,
1146,1736963677645,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.2,0,"[""2024-11-13"",null]",5,,,"Had a wrestling meet","Wrestling meet",20f476ca-0c70-46b6-982e-179fbc382c69,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/JYOiWwAtxa6ZOfsG_37_de_5HEY\/bDC5XQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/JYOiWwAtxa6ZOfsG_37_de_5HEY\/bDC5XQ..\/1785878.pdf""}]",,132,0.2,[[]],2024-11-13,,
1147,1736963716199,b7d0dc33-c7dc-4f68-b21b-e6613463f000,b6ed8fc3-ee34-437a-8e1f-c6cfe11d7492,Accepted,1,0.2,0,"[""2024-11-15"",null]",5,,,"Had a wrestling meet","Wrestling Meet",20f476ca-0c70-46b6-982e-179fbc382c69,0,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/o6S4YDQHUaJox-OlaXyHZ-_Tc_0\/WT9uEQ..\/1785878.pdf"",""name"":""1785878.pdf"",""type"":""pdf"",""size"":56510,""mime"":""application\/pdf"",""meta"":{""validated"":false},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/o6S4YDQHUaJox-OlaXyHZ-_Tc_0\/WT9uEQ..\/1785878.pdf""}]",,132,0.2,[[]],2024-11-15,,
